id_parcela,region,variedad,superficie_ha,temp_promedio,humedad_suelo,ph_suelo,horas_sol,riego_mm,fertilizante_kg,densidad_plantas,rendimiento_kg_ha,calidad_cosecha
PARC-01165,La Libertad,Emerald,11.07,20.8,,5.46,8.9,581.0,153.0,3953.0,9508.0,Alta
PARC-01166,Lambayeque,Biloxi,10.87,23.2,50.2,,7.8,633.0,249.0,2977.0,8342.0,Baja
PARC-01167,Lambayeque,Emerald,2.69,21.4,54.0,5.95,7.9,630.0,213.0,3051.0,9047.0,Media
PARC-01168,La Libertad,Ventura,8.54,22.9,35.8,5.8,10.1,708.0,165.0,3771.0,8555.0,Baja
PARC-01169,La Libertad,Biloxi,3.53,21.7,56.9,6.03,7.0,558.0,271.0,3489.0,8534.0,Baja
PARC-01170,Lambayeque,Rocio,4.11,19.1,67.6,5.68,7.9,486.0,196.0,3982.0,9152.0,Alta
PARC-01171,La Libertad,Ventura,10.64,22.7,35.1,5.53,8.8,726.0,215.0,3389.0,8753.0,Media
PARC-01172,La Libertad,Biloxi,10.95,20.7,58.5,7.25,8.1,637.0,259.0,3848.0,8033.0,Baja
PARC-01173,La Libertad,Ventura,2.83,18.9,68.4,5.56,9.2,521.0,222.0,4005.0,9438.0,Alta
PARC-01174,Ica,Rocio,10.74,19.9,50.9,7.03,8.3,567.0,299.0,4032.0,8219.0,Baja
PARC-01175,La Libertad,Rocio,9.28,22.8,39.8,5.7,9.3,666.0,187.0,3665.0,9045.0,Media
PARC-01176,La Libertad,Biloxi,9.76,20.3,52.4,6.82,10.1,593.0,257.0,4047.0,8460.0,Baja
PARC-01177,La Libertad,Emerald,9.92,22.5,40.6,5.56,9.3,685.0,285.0,3607.0,8401.0,Baja
PARC-01178,La Libertad,Emerald,7.07,22.1,54.2,5.68,8.8,735.0,183.0,4027.0,9122.0,Alta
PARC-01179,Ica,Rocio,11.47,19.8,62.6,5.17,9.8,558.0,238.0,3831.0,9348.0,Alta
PARC-01180,Lambayeque,Rocio,4.0,19.3,55.0,5.55,9.0,530.0,170.0,3783.0,9417.0,Alta
PARC-01181,Lambayeque,Emerald,7.05,20.5,58.6,6.82,9.1,520.0,236.0,4293.0,8146.0,Baja
PARC-01182,Lambayeque,Emerald,5.19,20.0,58.0,5.36,9.8,547.0,238.0,3967.0,9891.0,Alta
PARC-01183,La Libertad,Ventura,10.22,20.2,59.8,5.16,9.7,544.0,222.0,3912.0,9522.0,Alta
PARC-01184,Lambayeque,Rocio,2.83,19.9,56.3,5.75,9.2,565.0,241.0,4389.0,9203.0,Alta
PARC-01185,Ica,Rocio,6.34,20.6,53.9,5.36,8.5,581.0,205.0,3752.0,8955.0,Media
PARC-01186,Lambayeque,Rocio,9.73,21.7,54.1,6.32,6.9,549.0,270.0,3554.0,8999.0,Media
PARC-01187,Lambayeque,Rocio,5.12,22.3,38.1,5.92,9.8,741.0,223.0,3689.0,8511.0,Baja
PARC-01188,La Libertad,Emerald,4.4,21.0,40.3,5.98,6.8,514.0,202.0,3320.0,9638.0,Alta
PARC-01189,Ica,Rocio,4.63,19.8,53.6,,8.1,572.0,211.0,4577.0,9063.0,Alta
PARC-01190,La Libertad,Rocio,9.14,19.6,61.1,6.9,7.8,565.0,214.0,4373.0,8872.0,Media
PARC-01191,Lambayeque,Biloxi,4.87,23.0,45.2,5.63,10.4,736.0,216.0,3863.0,8674.0,Media
PARC-01192,La Libertad,Biloxi,6.03,22.6,34.6,5.58,9.6,683.0,220.0,3805.0,9275.0,Alta
PARC-01193,Lambayeque,Rocio,7.46,21.8,55.3,6.15,,621.0,228.0,3650.0,8562.0,Baja
PARC-01194,Ica,Ventura,11.41,22.4,48.5,6.75,7.9,555.0,246.0,3352.0,8105.0,Baja
PARC-01195,Lambayeque,Rocio,9.94,22.6,42.1,5.98,7.6,642.0,250.0,3764.0,8862.0,Media
PARC-01196,La Libertad,Ventura,3.85,20.7,58.2,5.66,8.3,510.0,210.0,3560.0,9425.0,Alta
PARC-01197,Lambayeque,Ventura,10.83,20.0,55.6,5.52,8.4,568.0,201.0,4450.0,9603.0,Alta
PARC-01198,Ica,Rocio,10.45,20.3,66.0,7.11,8.2,475.0,242.0,3895.0,7932.0,Baja
PARC-01199,Lambayeque,Emerald,9.45,20.0,56.7,5.45,8.3,567.0,218.0,4717.0,9292.0,Alta
PARC-01200,Ica,Emerald,7.17,22.0,58.0,7.09,8.7,552.0,264.0,4477.0,8266.0,Baja
PARC-01201,Ica,Ventura,2.7,23.1,42.9,5.63,8.8,775.0,206.0,3780.0,8355.0,Baja
PARC-01202,Ica,Emerald,9.12,22.2,37.9,5.91,10.2,719.0,207.0,3955.0,9077.0,Alta
PARC-01203,La Libertad,Ventura,7.18,22.5,48.7,6.1,7.8,643.0,233.0,3521.0,8551.0,Baja
PARC-01204,La Libertad,Rocio,5.1,20.7,,7.22,8.6,541.0,180.0,4359.0,7963.0,Baja
PARC-01205,Ica,Ventura,2.1,19.5,58.8,5.38,9.1,566.0,198.0,4372.0,9325.0,Alta
PARC-01206,Ica,Biloxi,4.31,19.5,64.2,5.61,9.0,537.0,273.0,3896.0,9048.0,Media
PARC-01207,La Libertad,Emerald,8.06,20.6,58.4,6.82,8.5,544.0,279.0,4360.0,8400.0,Baja
PARC-01208,La Libertad,Rocio,3.12,22.6,39.2,5.67,9.3,711.0,216.0,3951.0,8846.0,Media
PARC-01209,La Libertad,Rocio,8.55,20.2,56.8,,9.5,522.0,215.0,4164.0,9246.0,Alta
PARC-01210,Lambayeque,Biloxi,10.2,22.0,43.1,5.42,9.2,678.0,178.0,4054.0,9469.0,Alta
PARC-01211,Ica,Rocio,5.18,20.3,62.1,6.88,8.5,568.0,224.0,4258.0,8720.0,Media
PARC-01212,Lambayeque,Ventura,2.82,23.5,47.9,6.22,7.7,596.0,210.0,3644.0,8215.0,Baja
PARC-01213,La Libertad,Rocio,3.4,21.7,37.0,5.85,9.2,692.0,180.0,4008.0,8771.0,Media
PARC-01214,La Libertad,Emerald,5.58,23.2,43.2,5.71,9.5,678.0,186.0,4122.0,8329.0,Baja
PARC-01215,Ica,Rocio,10.13,19.6,63.3,5.58,9.1,548.0,213.0,4157.0,9894.0,Alta
PARC-01216,La Libertad,Ventura,8.34,23.1,37.0,5.61,9.3,653.0,215.0,3696.0,8286.0,Baja
PARC-01217,La Libertad,Emerald,10.68,20.0,57.2,5.84,8.5,568.0,190.0,4540.0,9261.0,Alta
PARC-01218,La Libertad,Emerald,11.94,21.7,33.6,5.29,9.3,696.0,184.0,3963.0,9136.0,Alta
PARC-01219,Ica,Biloxi,4.03,19.3,53.6,,8.7,628.0,261.0,4361.0,8706.0,Media
PARC-01220,La Libertad,Rocio,8.95,19.3,56.8,5.31,9.2,492.0,186.0,3562.0,8966.0,Media
PARC-01221,La Libertad,Biloxi,6.67,20.2,57.8,5.2,9.6,495.0,224.0,3925.0,9070.0,Alta
PARC-01222,La Libertad,Rocio,6.93,21.3,63.2,5.3,8.5,575.0,192.0,4058.0,8985.0,Media
PARC-01223,Ica,Biloxi,5.26,22.2,55.9,6.36,7.1,631.0,244.0,3877.0,8320.0,Baja
PARC-01224,La Libertad,Biloxi,5.43,22.4,59.7,6.75,8.5,560.0,246.0,4060.0,8589.0,Media
PARC-01225,La Libertad,Ventura,8.76,21.0,56.8,9.73,9.5,584.0,195.0,4028.0,9265.0,Alta
PARC-01226,La Libertad,Biloxi,8.21,21.8,48.8,6.18,7.4,563.0,252.0,3654.0,8605.0,Media
PARC-01227,La Libertad,Biloxi,5.19,22.4,42.5,5.56,9.1,705.0,172.0,3935.0,8884.0,Media
PARC-01228,Ica,Biloxi,3.19,21.8,,5.53,10.1,653.0,190.0,3895.0,9320.0,Alta
PARC-01229,Lambayeque,Ventura,7.78,23.2,48.0,6.12,7.8,567.0,268.0,3821.0,8208.0,Baja
PARC-01230,La Libertad,Ventura,9.39,18.6,55.5,,8.9,553.0,231.0,3803.0,9435.0,Alta
PARC-01231,Ica,Biloxi,7.59,19.8,60.8,5.36,9.7,588.0,209.0,4549.0,8969.0,Media
PARC-01232,La Libertad,Biloxi,2.04,23.4,47.2,5.61,10.5,688.0,243.0,3564.0,8888.0,Media
PARC-01233,Ica,Emerald,4.82,18.8,60.0,5.57,8.5,563.0,167.0,4273.0,9186.0,Alta
PARC-01234,La Libertad,Ventura,9.79,21.3,62.4,6.57,8.4,541.0,283.0,4486.0,8629.0,Media
PARC-01235,La Libertad,Rocio,9.43,20.8,61.2,5.13,8.5,574.0,201.0,3426.0,8966.0,Media
PARC-01236,Ica,Rocio,2.1,21.0,60.6,5.34,9.5,522.0,179.0,4190.0,8900.0,Media
PARC-01237,Ica,Biloxi,6.7,21.4,67.0,5.57,9.2,583.0,162.0,4261.0,8669.0,Media
PARC-01238,Lambayeque,Rocio,6.37,22.8,29.9,5.38,9.7,645.0,223.0,4027.0,8475.0,Baja
PARC-01239,Lambayeque,Emerald,8.52,19.4,,5.45,9.3,555.0,108.0,4145.0,9483.0,Alta
PARC-01240,Ica,Rocio,3.25,20.5,61.9,5.48,9.9,563.0,213.0,4361.0,9058.0,Alta
PARC-01241,Lambayeque,Ventura,8.21,23.2,49.6,6.1,7.5,616.0,218.0,3883.0,7849.0,Baja
PARC-01242,La Libertad,Biloxi,11.47,20.3,56.1,5.01,8.8,582.0,189.0,4300.0,8908.0,Media
PARC-01243,La Libertad,Rocio,5.72,22.1,35.8,5.51,9.0,696.0,213.0,3723.0,8824.0,Media
PARC-01244,Lambayeque,Emerald,5.37,20.1,65.5,5.44,9.2,571.0,245.0,3673.0,9212.0,Alta
PARC-01245,Lambayeque,Biloxi,2.28,23.8,36.9,5.88,9.0,703.0,245.0,4083.0,8113.0,Baja
PARC-01246,Ica,Biloxi,2.57,19.6,63.6,5.81,9.1,538.0,223.0,4317.0,9574.0,Alta
PARC-01247,La Libertad,Biloxi,11.32,22.7,,6.82,9.1,531.0,261.0,4096.0,8413.0,Baja
PARC-01248,La Libertad,Ventura,11.76,19.7,61.4,5.74,10.0,581.0,201.0,4086.0,9945.0,Alta
PARC-01249,La Libertad,Ventura,2.06,22.7,44.2,6.58,7.5,554.0,210.0,3922.0,7674.0,Baja
PARC-01250,Ica,Ventura,11.01,23.7,52.3,6.46,8.0,623.0,245.0,3685.0,7626.0,Baja
PARC-01251,La Libertad,Rocio,3.74,20.4,59.5,5.54,8.4,604.0,166.0,3992.0,9480.0,Alta
PARC-01252,Ica,Rocio,7.61,20.1,68.6,5.42,8.7,527.0,250.0,3397.0,9134.0,Alta
PARC-01253,La Libertad,Emerald,8.78,19.2,71.7,5.62,8.4,548.0,202.0,4312.0,9457.0,Alta
PARC-01254,La Libertad,Emerald,5.59,18.4,58.5,6.86,9.5,560.0,227.0,4135.0,8390.0,Baja
PARC-01255,Ica,Rocio,7.29,21.5,61.7,5.39,9.4,521.0,169.0,3660.0,9656.0,Alta
PARC-01256,La Libertad,Ventura,8.28,22.8,44.8,6.35,8.2,591.0,226.0,3669.0,8670.0,Media
PARC-01257,Ica,Emerald,3.94,18.8,,7.03,8.7,599.0,206.0,4139.0,8451.0,Baja
PARC-01258,La Libertad,Emerald,11.94,21.7,42.3,6.43,7.2,601.0,217.0,3869.0,8447.0,Baja
PARC-01259,Lambayeque,Ventura,4.04,22.2,42.4,5.68,9.2,726.0,266.0,3918.0,8908.0,Media
PARC-01260,Lambayeque,Rocio,2.1,22.9,47.0,5.96,7.2,624.0,241.0,3577.0,8404.0,Baja
PARC-01261,Ica,Biloxi,11.44,18.7,56.1,5.26,9.2,500.0,106.0,3839.0,8732.0,Media
PARC-01262,La Libertad,Biloxi,6.29,23.0,42.9,5.31,,657.0,192.0,4340.0,9127.0,Alta
PARC-01263,La Libertad,Ventura,5.99,19.6,57.4,5.8,8.7,587.0,199.0,4089.0,9465.0,Alta
PARC-01264,Lambayeque,Rocio,4.76,22.4,51.3,6.19,7.6,559.0,312.0,3479.0,8500.0,Baja
PARC-01265,Ica,Ventura,2.26,22.3,36.8,5.83,9.0,681.0,247.0,3811.0,9224.0,Alta
PARC-01266,Ica,Biloxi,4.65,22.4,50.4,6.12,7.4,600.0,208.0,3660.0,8444.0,Baja
PARC-01267,Ica,Rocio,5.93,19.3,59.7,5.35,9.1,540.0,172.0,4348.0,8731.0,Media
PARC-01268,Lambayeque,Biloxi,7.2,20.9,55.5,6.36,7.7,527.0,211.0,3897.0,9147.0,Alta
PARC-01269,Lambayeque,Biloxi,6.58,21.3,,5.52,10.3,675.0,242.0,4244.0,8852.0,Media
PARC-01270,Ica,Rocio,10.79,21.8,39.2,5.68,9.1,711.0,203.0,3739.0,8956.0,Media
PARC-01271,Ica,Ventura,11.11,25.5,53.1,6.41,7.7,564.0,265.0,3275.0,6777.0,Baja
PARC-01272,Ica,Biloxi,5.17,22.5,40.3,5.63,9.2,677.0,206.0,3789.0,8929.0,Media
PARC-01273,Ica,Ventura,11.6,22.1,41.4,5.24,9.1,688.0,184.0,4207.0,9172.0,Alta
PARC-01274,Ica,Emerald,10.65,22.5,,,9.5,649.0,205.0,3566.0,9023.0,Media
PARC-01275,La Libertad,Rocio,11.28,20.3,58.1,5.53,9.0,514.0,202.0,3945.0,9468.0,Alta
PARC-01276,La Libertad,Biloxi,9.06,19.2,,5.43,9.3,521.0,276.0,4321.0,9037.0,Media
PARC-01277,Ica,Ventura,3.98,21.0,63.4,5.87,8.6,442.0,187.0,4240.0,9235.0,Alta
PARC-01278,Lambayeque,Emerald,3.95,20.1,61.2,5.76,9.2,584.0,172.0,3826.0,8844.0,Media
PARC-01279,La Libertad,Emerald,11.09,21.2,42.5,6.4,7.4,604.0,235.0,3269.0,9172.0,Alta
PARC-01280,Lambayeque,Emerald,7.07,22.3,29.0,5.37,10.3,735.0,250.0,4147.0,8512.0,Baja
PARC-01281,Lambayeque,Ventura,10.9,23.0,38.1,5.39,10.1,703.0,285.0,3709.0,8565.0,Baja
PARC-01282,Ica,Rocio,9.21,24.1,39.3,5.87,10.4,657.0,195.0,3542.0,7720.0,Baja
PARC-01283,Ica,Biloxi,4.13,21.5,42.9,5.56,,723.0,154.0,4122.0,8919.0,Media
PARC-01284,La Libertad,Rocio,5.85,20.1,62.1,7.03,9.1,625.0,254.0,4534.0,8265.0,Baja
PARC-01285,La Libertad,Rocio,11.68,21.7,45.3,5.92,7.1,555.0,252.0,3715.0,8733.0,Media
PARC-01286,La Libertad,Emerald,2.2,21.2,46.7,6.57,6.9,618.0,238.0,3823.0,8885.0,Media
PARC-01287,Ica,Ventura,9.15,22.2,42.3,5.72,10.2,696.0,146.0,3814.0,9040.0,Media
PARC-01288,La Libertad,Ventura,11.79,21.3,60.4,5.38,8.7,523.0,179.0,3779.0,9037.0,Media
PARC-01289,Lambayeque,Ventura,3.04,22.7,35.6,5.63,9.3,644.0,230.0,3659.0,8722.0,Media
PARC-01290,Lambayeque,Biloxi,4.72,22.2,38.0,5.85,9.5,703.0,197.0,3916.0,9263.0,Alta
PARC-01291,Lambayeque,Biloxi,7.47,23.6,42.8,5.74,9.8,642.0,184.0,3749.0,8668.0,Media
PARC-01292,Lambayeque,Emerald,10.44,19.7,53.4,7.05,8.0,584.0,268.0,4468.0,7810.0,Baja
PARC-01293,Lambayeque,Emerald,7.07,21.9,35.4,5.23,8.8,689.0,208.0,3602.0,8738.0,Media
PARC-01294,Lambayeque,Ventura,2.6,18.8,59.2,5.38,9.6,562.0,208.0,3914.0,9387.0,Alta
PARC-01295,La Libertad,Ventura,3.27,19.9,61.6,5.64,9.0,595.0,200.0,4298.0,9409.0,Alta
PARC-01296,La Libertad,Biloxi,5.76,22.6,38.1,5.82,9.4,729.0,216.0,3449.0,8459.0,Baja
PARC-01297,Lambayeque,Rocio,5.23,19.6,52.2,5.55,9.4,574.0,213.0,4013.0,9532.0,Alta
PARC-01298,La Libertad,Rocio,4.2,19.4,62.4,5.59,8.7,597.0,174.0,3954.0,8996.0,Media
PARC-01299,Lambayeque,Biloxi,10.4,20.5,58.2,7.0,8.5,530.0,279.0,4193.0,8644.0,Media
PARC-01300,La Libertad,Ventura,2.27,22.4,34.7,5.58,9.1,716.0,170.0,3804.0,8994.0,Media
PARC-01301,Ica,Emerald,10.29,21.3,63.7,,9.1,557.0,118.0,3873.0,8856.0,Media
PARC-01302,La Libertad,Biloxi,11.22,23.0,43.9,5.45,9.5,708.0,256.0,3430.0,8530.0,Baja
PARC-01303,Lambayeque,Biloxi,8.3,20.2,57.6,7.22,8.6,540.0,214.0,4189.0,7791.0,Baja
PARC-01304,La Libertad,Rocio,8.25,20.0,58.5,5.55,9.6,536.0,168.0,4181.0,9397.0,Alta
PARC-01305,Lambayeque,Biloxi,3.49,22.4,46.1,6.21,7.4,596.0,195.0,3861.0,8479.0,Baja
PARC-01306,La Libertad,Emerald,7.68,23.1,43.5,6.14,7.3,551.0,179.0,3382.0,7987.0,Baja
PARC-01307,Lambayeque,Rocio,5.75,21.8,52.1,5.55,8.5,676.0,127.0,3860.0,8628.0,Media
PARC-01308,La Libertad,Emerald,4.29,21.0,61.6,6.92,9.3,591.0,298.0,4446.0,8515.0,Baja
PARC-01309,Lambayeque,Ventura,7.83,19.7,59.3,5.44,10.2,456.0,188.0,4099.0,9467.0,Alta
PARC-01310,Lambayeque,Biloxi,2.01,21.9,41.8,6.24,8.0,635.0,231.0,3090.0,8737.0,Media
PARC-01311,Ica,Emerald,4.76,23.1,36.1,,10.0,626.0,170.0,3743.0,8695.0,Media
PARC-01312,Lambayeque,Ventura,8.56,22.8,48.6,6.28,8.4,565.0,149.0,3287.0,8249.0,Baja
PARC-01313,Lambayeque,Rocio,6.55,21.9,38.7,5.35,9.6,694.0,226.0,3850.0,9085.0,Alta
PARC-01314,Ica,Emerald,3.46,19.4,63.9,5.66,9.0,539.0,197.0,4074.0,10029.0,Alta
PARC-01315,La Libertad,Biloxi,2.01,19.9,59.2,5.55,9.4,498.0,168.0,3663.0,9692.0,Alta
PARC-01316,Lambayeque,Ventura,4.7,21.8,57.3,6.63,9.1,593.0,312.0,4520.0,8439.0,Baja
PARC-01317,La Libertad,Emerald,7.49,22.7,33.8,5.7,9.3,693.0,241.0,3620.0,8589.0,Media
PARC-01318,Lambayeque,Emerald,7.35,20.7,61.1,5.6,8.3,625.0,182.0,4142.0,8376.0,Baja
PARC-01319,La Libertad,Emerald,3.31,22.1,60.7,6.95,8.1,573.0,248.0,4253.0,8347.0,Baja
PARC-01320,La Libertad,Biloxi,8.14,22.6,48.1,5.96,6.7,585.0,198.0,3680.0,8817.0,Media
PARC-01321,Lambayeque,Biloxi,11.99,23.6,46.2,5.75,9.0,608.0,242.0,3828.0,8189.0,Baja
PARC-01322,La Libertad,Biloxi,7.85,21.9,45.0,5.43,9.3,722.0,177.0,3773.0,8606.0,Media
PARC-01323,La Libertad,Emerald,7.28,20.7,55.8,5.39,9.1,670.0,209.0,4502.0,8928.0,Media
PARC-01324,La Libertad,Biloxi,8.23,20.5,60.0,6.88,9.3,446.0,271.0,4501.0,8592.0,Media
PARC-01325,Ica,Rocio,10.8,21.0,61.6,5.3,9.6,487.0,248.0,4150.0,9239.0,Alta
PARC-01326,La Libertad,Ventura,11.46,21.9,45.3,6.05,7.5,602.0,241.0,3595.0,9015.0,Media
PARC-01327,La Libertad,Ventura,2.41,23.4,40.9,5.85,10.1,700.0,140.0,3524.0,8503.0,Baja
PARC-01328,Ica,Biloxi,4.05,23.1,33.3,5.53,9.7,762.0,193.0,3639.0,8893.0,Media
PARC-01329,Ica,Ventura,3.16,17.9,58.5,5.63,8.9,580.0,174.0,3774.0,9097.0,Alta
PARC-01330,La Libertad,Rocio,9.72,19.9,60.1,5.43,9.6,514.0,209.0,4117.0,9604.0,Alta
PARC-01331,Lambayeque,Biloxi,2.46,22.0,61.1,7.24,8.9,560.0,281.0,4199.0,7046.0,Baja
PARC-01332,La Libertad,Emerald,11.03,22.5,41.5,,10.0,666.0,214.0,3911.0,8532.0,Baja
PARC-01333,Ica,Biloxi,2.21,22.2,43.6,,9.9,708.0,221.0,3642.0,8876.0,Media
PARC-01334,La Libertad,Biloxi,8.03,22.1,43.6,6.05,7.2,687.0,195.0,3445.0,9027.0,Media
PARC-01335,La Libertad,Emerald,4.76,22.3,46.7,6.41,7.2,590.0,259.0,4003.0,8999.0,Media
PARC-01336,La Libertad,Emerald,6.71,23.3,47.4,6.19,7.4,606.0,210.0,3784.0,8150.0,Baja
PARC-01337,Lambayeque,Emerald,6.42,18.8,54.3,5.5,10.0,574.0,148.0,3322.0,9073.0,Alta
PARC-01338,La Libertad,Biloxi,9.49,22.0,45.3,5.73,9.0,708.0,139.0,3657.0,8385.0,Baja
PARC-01339,Lambayeque,Biloxi,6.97,22.4,47.8,5.95,,520.0,218.0,3409.0,8967.0,Media
PARC-01340,La Libertad,Ventura,6.21,23.3,39.5,5.62,7.9,684.0,220.0,3916.0,8274.0,Baja
PARC-01341,Lambayeque,Biloxi,9.3,20.6,59.6,5.73,8.5,565.0,225.0,3988.0,10131.0,Alta
PARC-01342,Ica,Rocio,11.26,22.4,56.1,6.31,8.2,627.0,269.0,4014.0,8324.0,Baja
PARC-01343,La Libertad,Ventura,9.94,23.3,39.1,5.57,8.8,691.0,172.0,3338.0,9127.0,Alta
PARC-01344,La Libertad,Emerald,9.37,21.6,46.5,5.55,9.6,678.0,156.0,4034.0,9353.0,Alta
PARC-01345,La Libertad,Biloxi,6.88,21.6,44.6,6.33,7.4,609.0,228.0,3401.0,8374.0,Baja
PARC-01346,Lambayeque,Emerald,11.0,19.9,55.8,11.72,9.1,560.0,254.0,4058.0,8756.0,Media
PARC-01347,La Libertad,Biloxi,6.86,20.8,37.6,5.59,9.6,669.0,155.0,3600.0,9477.0,Alta
PARC-01348,Lambayeque,Ventura,11.3,21.9,36.7,5.79,8.9,713.0,215.0,4040.0,8883.0,Media
PARC-01349,Lambayeque,Ventura,10.03,22.4,43.4,5.57,9.7,637.0,131.0,3894.0,9162.0,Alta
PARC-01350,Lambayeque,Biloxi,3.5,19.7,60.1,5.61,9.0,591.0,186.0,3768.0,9551.0,Alta
PARC-01351,Lambayeque,Biloxi,2.47,20.9,61.4,6.67,8.1,600.0,224.0,4337.0,8765.0,Media
PARC-01352,La Libertad,Rocio,9.41,23.5,43.3,6.34,7.7,534.0,210.0,3384.0,8014.0,Baja
PARC-01353,La Libertad,Ventura,8.86,21.6,57.4,5.39,9.0,553.0,188.0,4096.0,8777.0,Media
PARC-01354,Lambayeque,Emerald,8.02,20.0,60.8,5.03,10.0,544.0,217.0,3755.0,9253.0,Alta
PARC-01355,La Libertad,Emerald,11.76,22.7,46.4,6.18,6.6,698.0,237.0,3675.0,8489.0,Baja
PARC-01356,Lambayeque,Emerald,7.45,19.6,57.1,5.79,8.7,582.0,180.0,3987.0,8681.0,Media
PARC-01357,Ica,Emerald,5.48,22.8,42.0,5.5,10.3,681.0,223.0,3949.0,8827.0,Media
PARC-01358,La Libertad,Rocio,7.65,23.9,38.6,5.47,8.7,765.0,223.0,3913.0,8159.0,Baja
PARC-01359,La Libertad,Emerald,2.28,21.8,65.0,7.05,9.2,655.0,195.0,4084.0,7623.0,Baja
PARC-01360,La Libertad,Ventura,7.79,19.8,65.5,5.12,8.3,468.0,167.0,3897.0,9095.0,Alta
PARC-01361,La Libertad,Ventura,11.02,21.2,,7.15,8.8,566.0,257.0,4069.0,7884.0,Baja
PARC-01362,Ica,Rocio,2.04,25.0,41.4,5.34,9.4,659.0,198.0,3699.0,8110.0,Baja
PARC-01363,Ica,Ventura,10.45,20.1,59.2,6.75,9.3,587.0,298.0,3918.0,8703.0,Media
PARC-01364,La Libertad,Emerald,10.02,18.7,56.8,5.1,8.5,600.0,212.0,4147.0,9400.0,Alta
PARC-01365,Ica,Rocio,3.06,22.0,34.0,5.92,9.7,691.0,233.0,3918.0,8879.0,Media
PARC-01366,La Libertad,Biloxi,10.47,22.7,42.9,5.63,9.8,732.0,215.0,3745.0,8232.0,Baja
PARC-01367,Ica,Biloxi,9.64,19.2,53.4,5.27,9.0,586.0,227.0,4258.0,9432.0,Alta
PARC-01368,Ica,Biloxi,6.91,19.4,60.1,5.44,8.9,636.0,147.0,4041.0,9090.0,Alta
PARC-01369,La Libertad,Biloxi,4.45,21.0,53.7,5.37,8.7,541.0,152.0,4249.0,9111.0,Alta
PARC-01370,Lambayeque,Emerald,4.88,20.5,62.2,5.33,9.0,512.0,190.0,4638.0,8967.0,Media
PARC-01371,Lambayeque,Emerald,8.12,20.1,54.9,5.54,8.3,500.0,169.0,3989.0,9283.0,Alta
PARC-01372,La Libertad,Ventura,4.46,21.8,45.2,6.58,6.4,612.0,199.0,3449.0,8693.0,Media
PARC-01373,La Libertad,Biloxi,5.25,23.7,37.9,5.68,9.7,674.0,186.0,3712.0,8591.0,Media
PARC-01374,Lambayeque,Emerald,11.31,21.7,43.8,6.21,6.1,587.0,232.0,3210.0,9146.0,Alta
PARC-01375,La Libertad,Biloxi,9.29,23.4,45.4,6.15,7.1,597.0,274.0,4168.0,8674.0,Media
PARC-01376,La Libertad,Emerald,9.36,20.7,62.5,5.6,8.4,527.0,208.0,3943.0,8620.0,Media
PARC-01377,La Libertad,Rocio,11.56,19.1,58.0,7.48,9.5,537.0,278.0,4382.0,7168.0,Baja
PARC-01378,Lambayeque,Ventura,2.06,22.8,52.7,6.54,7.5,666.0,259.0,3586.0,7630.0,Baja
PARC-01379,La Libertad,Ventura,4.44,19.4,63.9,6.87,8.8,561.0,299.0,4011.0,8618.0,Media
PARC-01380,Lambayeque,Emerald,8.58,22.1,33.7,5.47,9.6,753.0,227.0,3150.0,8761.0,Media
PARC-01381,La Libertad,Biloxi,6.38,23.0,37.6,5.69,9.5,692.0,207.0,3794.0,8484.0,Baja
PARC-01382,La Libertad,Emerald,3.13,19.8,61.9,5.43,9.1,617.0,195.0,4395.0,9251.0,Alta
PARC-01383,Lambayeque,Ventura,9.81,23.6,39.9,5.82,10.0,728.0,156.0,4079.0,8494.0,Baja
PARC-01384,La Libertad,Ventura,2.47,22.5,40.2,6.26,6.6,532.0,241.0,3271.0,7981.0,Baja
PARC-01385,Lambayeque,Biloxi,7.44,22.2,48.6,6.24,6.9,638.0,232.0,3660.0,8203.0,Baja
PARC-01386,La Libertad,Rocio,7.62,20.4,53.7,5.28,8.6,514.0,197.0,4254.0,9240.0,Alta
PARC-01387,Lambayeque,Ventura,8.36,19.1,59.4,6.49,,610.0,282.0,4461.0,9162.0,Alta
PARC-01388,La Libertad,Biloxi,5.16,21.0,61.3,5.41,7.9,553.0,201.0,4146.0,9169.0,Alta
PARC-01389,Ica,Rocio,2.24,21.2,47.2,6.42,7.9,567.0,219.0,3303.0,8490.0,Baja
PARC-01390,La Libertad,Rocio,10.89,21.7,65.3,5.66,8.5,528.0,197.0,3906.0,8420.0,Baja
PARC-01391,Ica,Emerald,11.29,21.7,42.0,6.17,7.7,567.0,232.0,3495.0,9076.0,Alta
PARC-01392,La Libertad,Biloxi,6.82,23.0,45.4,6.08,7.0,552.0,251.0,3516.0,8130.0,Baja
PARC-01393,La Libertad,Rocio,2.21,20.4,61.5,5.28,9.6,554.0,148.0,4087.0,8976.0,Media
PARC-01394,Lambayeque,Biloxi,7.81,20.2,64.2,5.43,9.4,558.0,161.0,3746.0,8813.0,Media
PARC-01395,La Libertad,Biloxi,5.16,22.2,53.5,6.47,6.5,627.0,242.0,3435.0,7949.0,Baja
PARC-01396,La Libertad,Emerald,3.82,20.9,65.1,5.56,9.8,594.0,221.0,3872.0,9005.0,Media
PARC-01397,Ica,Ventura,3.69,22.1,43.1,5.41,8.9,783.0,181.0,4087.0,8868.0,Media
PARC-01398,Lambayeque,Biloxi,3.79,22.5,40.6,6.49,7.7,564.0,217.0,3124.0,7952.0,Baja
